Data e Hora de Geração: 24-06-2024-20:32:29
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.0273734,0.0179165,0.0855488,0.0360986,0.0133567,0.1184064,0.0269313,0.0178004,0.0848639,0.0361542,0.0271224,0.1186062,0.0268173,0.0178053,0.0844989,0.0360055,0.0451601,0.1188338,
100000,0.2511857,0.126144,0.5975082,0.2746428,0.0888187,0.8777703,0.1948812,0.1195951,0.5646363,0.2620763,0.1825419,0.8036827,0.1914367,0.119654,0.5725307,0.2651719,0.3048057,0.8246564,
500000,1.9409072,0.9069317,4.6769906,2.2157723,0.4459313,6.2095194,1.2381744,0.599052,2.841463,1.6917228,0.9072015,4.4476971,1.3173086,0.6007522,2.8836868,1.7259609,1.5238548,4.4975577,
1000000,3.3135782,1.8527547,9.6368943,4.5898952,0.9017941,12.902033,2.1928166,1.250094,5.7707095,3.449547,1.8433269,8.9412551,2.3705311,1.2079438,5.7084561,3.5139128,3.0490443,8.9822954,
Tempo Total,1297.084044
Tempo Médio Total,1.8015056
